Permit Category,County Agency,Permit Case ID,Permit Case Year,Permit Type,Case Name,Street Address,City,Zip Code,Permit Issuance Date,Expected Construction Cost,Location
Building Permit,DPIE,3161185,2021,DPIE ER,"3161185 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161047,2021,DPIE ER,"3161047 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3162367,2021,DPIE ER,"3162367 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3105961,2020,SG,Next Day Sign Express of PG County - GROUND SIGN,9515 BALTIMORE,COLLEGE PARK,20740,December 21 2021,"4,900","9515 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161028,2021,DPIE ER,"3161028 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3167035,2021,DPIE ER,"3167035 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3167022,2021,DPIE ER,"3167022 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3162618,2021,DPIE ER,"3162618 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3162621,2021,DPIE ER,"3162621 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3187365,2021,DPIE ER,"3187365 BELAIR ENGINEERING & SERVICE CO., INC.",4809 OSAGE,COLLEGE PARK,20740,December 21 2021,0,"4809 OSAGE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3187390,2021,DPIE ER,"3187390 IES Residential, Inc.",4210 Knox,College Park,20740,December 21 2021,0,"4210 Knox College Park,MD 20740"
Building Permit,DPIE,3167032,2021,DPIE ER,"3167032 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3162370,2021,DPIE ER,"3162370 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3166986,2021,DPIE ER,"3166986 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161011,2021,DPIE ER,"3161011 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3166978,2021,DPIE ER,"3166978 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161123,2021,DPIE ER,"3161123 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3165449,2021,DPIE ER,"3165449 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161189,2021,DPIE ER,"3161189 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3166976,2021,DPIE ER,"3166976 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161062,2021,DPIE ER,"3161062 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3160131,2021,DPIE ER,"3160131 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3160990,2021,DPIE ER,"3160990 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3167044,2021,DPIE ER,"3167044 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161127,2021,DPIE ER,"3161127 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161158,2021,DPIE ER,"3161158 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3163389,2021,DPIE ER,"3163389 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3167047,2021,DPIE ER,"3167047 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3160988,2021,DPIE ER,"3160988 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161024,2021,DPIE ER,"3161024 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3167006,2021,DPIE ER,"3167006 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3166994,2021,DPIE ER,"3166994 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161018,2021,DPIE ER,"3161018 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3165452,2021,DPIE ER,"3165452 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3167040,2021,DPIE ER,"3167040 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3167020,2021,DPIE ER,"3167020 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3162878,2021,DPIE ER,"3162878 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161192,2021,DPIE ER,"3161192 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161008,2021,DPIE ER,"3161008 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161043,2021,DPIE ER,"3161043 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161144,2021,DPIE ER,"3161144 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3162368,2021,DPIE ER,"3162368 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3187327,2021,DPIE ER,3187327 united electrical services LLC,5006 STEWART,COLLEGE PARK,20740,December 21 2021,0,"5006 STEWART COLLEGE PARK,MD 20740"
Building Permit,DPIE,3167038,2021,DPIE ER,"3167038 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161083,2021,DPIE ER,"3161083 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161140,2021,DPIE ER,"3161140 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161120,2021,DPIE ER,"3161120 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3166954,2021,DPIE ER,"3166954 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161089,2021,DPIE ER,"3161089 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3167025,2021,DPIE ER,"3167025 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161168,2021,DPIE ER,"3161168 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3166972,2021,DPIE ER,"3166972 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161138,2021,DPIE ER,"3161138 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161147,2021,DPIE ER,"3161147 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3166969,2021,DPIE ER,"3166969 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161183,2021,DPIE ER,"3161183 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3160985,2021,DPIE ER,"3160985 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3160126,2021,DPIE ER,"3160126 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161075,2021,DPIE ER,"3161075 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161152,2021,DPIE ER,"3161152 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3165465,2021,DPIE ER,"3165465 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3166991,2021,DPIE ER,"3166991 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3167018,2021,DPIE ER,"3167018 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3167004,2021,DPIE ER,"3167004 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3166966,2021,DPIE ER,"3166966 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3183217,2021,FIR,KRISHNA CO INC SPRINKLER,9624 BALTIMORE,COLLEGE PARK,20740,December 21 2021,"2,675","9624 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3162882,2021,DPIE ER,"3162882 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3167028,2021,DPIE ER,"3167028 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161005,2021,DPIE ER,"3161005 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3166951,2021,DPIE ER,"3166951 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3166988,2021,DPIE ER,"3166988 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161129,2021,DPIE ER,"3161129 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3166982,2021,DPIE ER,"3166982 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161142,2021,DPIE ER,"3161142 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3166959,2021,DPIE ER,"3166959 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161097,2021,DPIE ER,"3161097 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161092,2021,DPIE ER,"3161092 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3167043,2021,DPIE ER,"3167043 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161156,2021,DPIE ER,"3161156 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3163388,2021,DPIE ER,"3163388 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161015,2021,DPIE ER,"3161015 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161100,2021,DPIE ER,"3161100 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3160996,2021,DPIE ER,"3160996 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3165751,2021,S,8430 BALTIMORE AVENUE LLC WALL MOUTED SIGN,7418 BALTIMORE,COLLEGE PARK,20740,December 21 2021,"5,000","7418 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3163386,2021,DPIE ER,"3163386 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 22 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3139099,2021,RGU,FUENTES ADDITION,5003 LACKAWANNA,COLLEGE PARK,20740,December 23 2021,"2,000","5003 LACKAWANNA COLLEGE PARK,MD 20740"
Building Permit,DPIE,3186789,2021,R,GRIFFIN SOLAR PANELS,5117 KENESAW,COLLEGE PARK,20740,December 23 2021,"13,440","5117 KENESAW COLLEGE PARK,MD 20740"
Building Permit,DPIE,3185747,2021,R,HENRIQUEZ SOLAR,5008 DELAWARE,COLLEGE PARK,20740,December 23 2021,"12,960","5008 DELAWARE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3187633,2021,DPIE ER,3187633 Current Electrical Services,5151 BRANCHVILLE,COLLEGE PARK,20740,December 23 2021,0,"5151 BRANCHVILLE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3187738,2021,DPIE ER,3187738 FREEDOM FOREVER,5008 DELAWARE,COLLEGE PARK,20740,December 24 2021,0,"5008 DELAWARE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3188438,2021,DPIE Online MECC,3188438,9705 51ST,COLLEGE PARK,20740,December 29 2021,"1,730","9705 51ST COLLEGE PARK,MD 20740"
Building Permit,DPIE,3182438,2021,CI,COLLEGE PARK CENTER LLC INTER DEMO/FINISHES,7423 BALTIMORE,COLLEGE PARK,20740,December 29 2021,"19,824","7423 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3164826,2021,RG,DARR RETAINING WALL,4714 FOX,COLLEGE PARK,20740,December 30 2021,"10,000","4714 FOX COLLEGE PARK,MD 20740"
Building Permit,DPIE,3185241,2021,R,vanEngelsdorp FENCE,5717 BERWYN,COLLEGE PARK,20740,January 04 2022,"6,000","5717 BERWYN COLLEGE PARK,MD 20740"
Building Permit,DPIE,3188946,2022,DPIE ER,3188946 Clear Communications INC.,5812 PONTIAC,COLLEGE PARK,20740,January 05 2022,0,"5812 PONTIAC COLLEGE PARK,MD 20740"
Building Permit,DPIE,3178528,2021,DPIE CG,AL HUDA INC HELICAL PIERS/DOWNSPOUT EXTENSIONS,5301 EDGEWOOD,COLLEGE PARK,20740,January 05 2022,"34,300","5301 EDGEWOOD COLLEGE PARK,MD 20740"
Building Permit,DPIE,3189142,2022,DPIE ER,"3189142 NB Peak Electric,LLC",9117 ST ANDREWS,COLLEGE PARK,20740,January 06 2022,0,"9117 ST ANDREWS COLLEGE PARK,MD 20740"
Building Permit,DPIE,3187347,2021,FIR,THC UDR DOMAIN COLLEGE PK LLC SPRINKLERS,3711 CAMPUS,COLLEGE PARK,20740,January 06 2022,"5,500","3711 CAMPUS COLLEGE PARK,MD 20740"
Building Permit,DPIE,3189100,2022,DPIE ER,3189100 han chung electric,4900 ERIE,COLLEGE PARK,20740,January 06 2022,0,"4900 ERIE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3173215,2021,DPIE CG,REALTY FOUNDATION***THIRD PARTY***,4206 KNOX,COLLEGE PARK,20740,January 06 2022,"729,800","4206 KNOX COLLEGE PARK,MD 20740"
Building Permit,DPIE,3121527,2020,RG,FUENTES ALFARO FENCE/DRIVEWAY,9733 51ST,COLLEGE PARK,20740,January 07 2022,500,"9733 51ST COLLEGE PARK,MD 20740"
Building Permit,DPIE,3189161,2022,DPIE ER,3189161 FREEDOM FOREVER,5117 KENESAW,COLLEGE PARK,20740,January 07 2022,0,"5117 KENESAW COLLEGE PARK,MD 20740"
Building Permit,DPIE,3189225,2022,DPIE EC,3189225 John E Kelly & Sons Electrical,5151 BRANCHVILLE,COLLEGE PARK,20740,January 07 2022,0,"5151 BRANCHVILLE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3189573,2022,DPIE Online MECC,3189573,7305 BAYLOR,COLLEGE PARK,20740,January 10 2022,"7,100","7305 BAYLOR COLLEGE PARK,MD 20740"
Building Permit,DPIE,3117508,2020,DPIE EC,"3117508 Induction Electric,LLC",7511 PRINCETON,COLLEGE PARK,20740,January 10 2022,0,"7511 PRINCETON COLLEGE PARK,MD 20740"
Site Road Permit,DPIE,3183696,2021,RESIDENTIAL DRIVEWAY PERMIT,SUNNYSIDE,10114 51ST,COLLEGE PARK,20740,January 11 2022,0,"10114 51ST COLLEGE PARK,MD 20740"
Building Permit,DPIE,3184859,2021,UO,"SHINE - A MASSAGE AND WELLNESS STUDIO, LLC U&O",7100 BALTIMORE,COLLEGE PARK,20740,January 11 2022,0,"7100 BALTIMORE COLLEGE PARK,MD 20740"
Site Road Permit,DPIE,3142958,2021,RESIDENTIAL DRIVEWAY PERMIT,HOLLYWOOD ON THE HILL,9605 51ST,COLLEGE PARK,20740,January 11 2022,0,"9605 51ST COLLEGE PARK,MD 20740"
Building Permit,DPIE,3184069,2021,DPIE CG,CORE SPACES - CRANE **,4210 KNOX,COLLEGE PARK,20740,January 11 2022,"40,000","4210 KNOX COLLEGE PARK,MD 20740"
Building Permit,DPIE,3121079,2020,CEU,BOARD OF EDUCATION TEMP CLASSROOMS,5101 PIERCE,COLLEGE PARK,20740,January 12 2022,"70,000","5101 PIERCE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3155192,2021,RG,MBA INGROUNG POOL FILLING,9316 ST ANDREWS,COLLEGE PARK,20740,January 12 2022,"3,000","9316 ST ANDREWS COLLEGE PARK,MD 20740"
Building Permit,DPIE,3188935,2022,DPIE ER,3188935 Spartan Electric,4206 KNOX,COLLEGE PARK,20740,January 12 2022,0,"4206 KNOX COLLEGE PARK,MD 20740"
Building Permit,DPIE,3189901,2022,DPIE EC,3189901 Power Factor,8400 BALLEW,COLLEGE PARK,20740,January 12 2022,0,"8400 BALLEW COLLEGE PARK,MD 20740"
Building Permit,DPIE,3189999,2022,DPIE Online MECC,3189999,9621 52ND,COLLEGE PARK,20740,January 12 2022,"13,500","9621 52ND COLLEGE PARK,MD 20740"
Building Permit,DPIE,3182757,2021,UO,YOUNG USE,9600 BALTIMORE,COLLEGE PARK,20740,January 12 2022,0,"9600 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3189892,2022,DPIE ER,3189892 Suntuity Solar LLC,6214 SEMINOLE,COLLEGE PARK,20740,January 12 2022,0,"6214 SEMINOLE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3188500,2021,R,Gujjula Remodel,9749 52ND,COLLEGE PARK,20740,January 14 2022,"7,500","9749 52ND COLLEGE PARK,MD 20740"
Building Permit,DPIE,3187503,2021,UO,SHORB PROPERTIES II LLC - U&O,8444 BALLEW,COLLEGE PARK,20740,January 18 2022,0,"8444 BALLEW COLLEGE PARK,MD 20740"
Building Permit,DPIE,3190552,2022,DPIE Online MECC,3190552,9114 ST ANDREWS,COLLEGE PARK,20740,January 18 2022,"11,000","9114 ST ANDREWS COLLEGE PARK,MD 20740"
Building Permit,DPIE,3190104,2022,FIR,C & P TEL CO OF MD FIRE ALARM,6315 GREENBELT,COLLEGE PARK,20740,January 19 2022,"24,975","6315 GREENBELT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3190735,2022,DPIE EC,3190735 FREEDOM FOREVER,5117 KENESAW,COLLEGE PARK,20740,January 19 2022,0,"5117 KENESAW COLLEGE PARK,MD 20740"
Building Permit,DPIE,3186030,2021,R,CASTELLANOS - ROOF REPAIR,4607 CHEROKEE,COLLEGE PARK,20740,January 19 2022,"11,000","4607 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3190776,2022,DPIE EC,3190776 G&R Electric,8301 BALTIMORE,COLLEGE PARK,20740,January 19 2022,0,"8301 BALTIMORE COLLEGE PARK,MD 20740"
Site Road Permit,DPIE,3175044,2021,RESIDENTIAL DRIVEWAY PERMIT,DANIELS PARK,9311 RHODE ISLAND,COLLEGE PARK,20740,January 20 2022,"1,000","9311 RHODE ISLAND COLLEGE PARK,MD 20740"
Building Permit,DPIE,3190876,2022,DPIE ER,3190876 Richard Fortune Company,8906 58TH,COLLEGE PARK,20740,January 20 2022,0,"8906 58TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3190891,2022,DPIE Online MECC,3190891,7310 EDMONSTON,COLLEGE PARK,20740,January 20 2022,"9,740","7310 EDMONSTON COLLEGE PARK,MD 20740"
Building Permit,DPIE,3190887,2022,DPIE EC,"3190887 IES Residential, Inc.",4210 Knox,College Park,20740,January 20 2022,0,"4210 Knox College Park,MD 20740"
Building Permit,DPIE,3173218,2021,DPIE CG,REALTY DEV FOUNDATION ***THIRD PARTY***,4205 KNOX,COLLEGE PARK,20740,January 21 2022,"239,300","4205 KNOX COLLEGE PARK,MD 20740"
Building Permit,DPIE,3191344,2022,DPIE ER,3191344 Double Z Electric llc,9301 50TH,COLLEGE PARK,20740,January 24 2022,0,"9301 50TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3191319,2022,DPIE EC,3191319 PowerGrid Electric LLc,9201 CHERRY HILL,COLLEGE PARK,20740,January 24 2022,0,"9201 CHERRY HILL COLLEGE PARK,MD 20740"
Building Permit,DPIE,3191290,2022,DPIE Online MECC,3191290,5019 FOX,COLLEGE PARK,20740,January 24 2022,"8,200","5019 FOX COLLEGE PARK,MD 20740"
Building Permit,DPIE,3178464,2021,RGU,BENTON ALL SEASON ROOM,7101 RHODE ISLAND,COLLEGE PARK,20740,January 25 2022,"65,000","7101 RHODE ISLAND COLLEGE PARK,MD 20740"
Building Permit,DPIE,3191393,2022,DPIE EC,"3191393 POWER SOLUTIONS, LLC",6315 GREENBELT,COLLEGE PARK,20740,January 25 2022,0,"6315 GREENBELT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3076348,2020,S,RJB REAL ESTATE LLC SIGN,7326 BALTIMORE,COLLEGE PARK,20740,January 25 2022,"1,350","7326 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3157486,2021,CE,8430 Baltimore Avenue LLC 3RD FLOOR POOL ****Special Projects ****,8430 BALTIMORE,COLLEGE PARK,20740,January 25 2022,"97,800","8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3191382,2022,DPIE Online MECC,3191382,9301 50TH,COLLEGE PARK,20740,January 25 2022,"12,448","9301 50TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3191405,2022,DPIE ER,3189892 Suntuity Solar LLC,6214 SEMINOLE,COLLEGE PARK,20740,January 25 2022,0,"6214 SEMINOLE COLLEGE PARK,MD 20740"
